Impact

Hemorrhage - Bullet












[AOW] Chilling Mist Bullet
[Starscourge Radahn] Bullet - Metor
[Starscourge Radahn] Bullet - Meteor AoE
[Starscourge Radahn] Bullet
[Starscourge Radahn] Meteor Launch  Bullet
[Starscourge Radahn] RL
[Starscourge Radahn] Bullet - Magic Shockwave
[Starscourge Radahn] Bullet - Magic Shockwave
[Starscourge Radahn] Bullet - Magic Shockwave
[Starscourge Radahn] Bullet - Magic Shockwave
[Starscourge Radahn] R
[Starscourge Radahn] L
[Starscourge Radahn] R
[Starscourge Radahn] L
[Starscourge Radahn] R
[Starscourge Radahn] RL
[Starscourge Radahn] RL
[Starscourge Radahn] Bullet - Shockwave
[Starscourge Radahn] Bullet - Shockwave
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] Bullet - Weak Shockwave
[Starscourge Radahn] Bullet - Weak Shockwave
[Starscourge Radahn] Bullet - Magic Shockwave
[Starscourge Radahn] Bullet - Magic Shockwave
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] 2RL
[Starscourge Radahn] Bullet - Falling Star
[Starscourge Radahn] Bullet - Scattershot
[Starscourge Radahn] Bullet - Scattershot
[Starscourge Radahn] Bullet - Arrow Rain
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet
[Starscourge Radahn] Bullet - Arrow Rain
[Starscourge Radahn] Bullet - Fast Shot
[Starscourge Radahn] Bullet - Fast Shot
[Starscourge Radahn] R
[Starscourge Radahn] L
[Starscourge Radahn] R
[Starscourge Radahn] L
[Starscourge Radahn] Pull
[Starscourge Radahn] Pull
[Starscourge Radahn] Pull
[Starscourge Radahn] Pull
[Starscourge Radahn] Pull
[Starscourge Radahn] Pull
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] Bullet - Giant AoE Slam
[Starscourge Radahn] 2R
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2L
[Starscourge Radahn] 2RL
[Starscourge Radahn] L
[Starscourge Radahn] R
[Starscourge Radahn] L
[Starscourge Radahn] L
[Starscourge Radahn] R
[Starscourge Radahn] L
[Starscourge Radahn] R
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2L
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] 2RL
[Starscourge Radahn] Bullet - Lightning Spawn AoE
[Starscourge Radahn] Bullet - Lightning Spawn AoE
[Starscourge Radahn] Bullet - Ground Lightning
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2RL
[Starscourge Radahn] Bullet - Lightning Spawn AoE
[Starscourge Radahn] Bullet - Lightning Spawn AoE
[Starscourge Radahn] Bullet - Ground Lightning
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2RL
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] Bullet - Ground Lightning
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] 2RL
[Starscourge Radahn] Bullet - Ground Lightning
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] 2RL
[Starscourge Radahn] 2RL
[Starscourge Radahn] Bullet - Ground Lightning
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn] 2L
[Starscourge Radahn] 2R
[Starscourge Radahn]
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted] Arm
[Godrick the Grafted] Dragon Arm
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted] Bullet
[Godrick the Grafted] Dragon Arm
[Godrick the Grafted] Bullet
[Godrick the Grafted] Bullet
[Godrick the Grafted] Dragon Grab
[Godrick the Grafted]
[Godrick the Grafted] Bullet
[Godrick the Grafted]
[Godrick the Grafted] Dragon Arm
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted] Dragon Arm
[Godrick the Grafted] Axe Slam
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted] Bullet - Fire Whirlwind
[Godrick the Grafted] Bullet - Fire Whirlwind 2
[Godrick the Grafted]
[Godrick the Grafted] Dragon Arm
[Godrick the Grafted] Bullet - Whirlwind
[Godrick the Grafted] Bullet - Whirlwind 2
[Godrick the Grafted]
[Godrick the Grafted] Arm
[Godrick the Grafted] Bullet - Rocks Triple
[Godrick the Grafted] Rocks
[Godrick the Grafted] Bullet - Rocks Triple
[Godrick the Grafted] Rocks
[Godrick the Grafted] Bullet - Wind Bullet
[Godrick the Grafted] Bullet - Fire Wind Bullet
[Godrick the Grafted] Wind Bullet Melee
[Godrick the Grafted] After Wind Jump Attack
[Godrick the Grafted] Bullet - Explosion
[Godrick the Grafted] Bullet - Wind Bullet 2
[Godrick the Grafted] Bullet - Fire Wind Bullet 2
[Godrick the Grafted] Wind Bullet Melee 2
[Godrick the Grafted] Bullet - Fire Volcano
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted] Bullet - Rocks Doubble
[Godrick the Grafted] Rocks
[Godrick the Grafted] Bullet - Rocks Doubble
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted]
[Godrick the Grafted] Phase Shift
[Godrick the Grafted] Attack
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant] Bullet - Snow Pullup
[Fire Giant] Stomp
[Fire Giant] Stomp
[Fire Giant] Bullet
[Fire Giant]
[Fire Giant]
[Fire Giant] Bullet - Fireball
[Fire Giant] Bullet - Fell Sun Explosion
[Fire Giant] Bullet - Fell Sun Linger
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant] Bullet - Fire Pillars
[Fire Giant] Fire Hand Crush
[Fire Giant]
[Fire Giant]
[Fire Giant] Head
[Fire Giant] Body
[Fire Giant] Body
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant] Stomp
[Fire Giant] Bullet
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant] Bullet
[Fire Giant] Bullet
[Fire Giant] Bullet
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant] Bullet
[Fire Giant] Bullet
[Fire Giant] Bullet
[Fire Giant] Bullet
[Fire Giant] Bullet
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant] Bullet
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant]
[Fire Giant] Bullet
[Fire Giant] Bullet
[Fire Giant] Bullet
[Fire Giant]
[Fire Giant] Bullet
[Fire Giant] Bullet
[Fire Giant] Bullet
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Bullet - Roar
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Foot
[Valiant Gargoyle] Axe
[Valiant Gargoyle] Bullet - Stomp AoE
[Valiant Gargoyle] Axe
[Valiant Gargoyle] Axe
[Valiant Gargoyle] Axe
[Valiant Gargoyle] Axe
[Valiant Gargoyle] Axe
[Valiant Gargoyle] Axe
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Axe
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Axe
[Valiant Gargoyle] Axe
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Axe
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Axe
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Axe
[Valiant Gargoyle] Axe
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Bullet - Roar
[Valiant Gargoyle] Bullet - Poison Breath
[Valiant Gargoyle] Bullet - Poison Breath
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Sword
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Bullet
[Valiant Gargoyle]
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle]
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Halberd
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Twinblade
[Valiant Gargoyle] Bullet
[Valiant Gargoyle]
[Valiant Gargoyle]
[Valiant Gargoyle]
[Valiant Gargoyle]
[Valiant Gargoyle]
[Valiant Gargoyle] Bullet - Poison Breath
[Valiant Gargoyle] Bullet - Poison Breath
[Valiant Gargoyle] Bullet - Aromatic
[Valiant Gargoyle]
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Sword
[Valiant Gargoyle]
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Bullet
[Valiant Gargoyle] Bullet
[Mohg] Bullet
[Mohg] Bullet - Fire Pool
[Mohg] Bullet - Fire Pool
[Mohg] Bullet
[Mohg] Bullet
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg] Body
[Mohg]
[Mohg]
[Mohg] Bullet
[Mohg]
[Mohg]
[Mohg] Bullet - Blood Launch Forward
[Mohg] Bullet - Down Fire Puddle
[Mohg] Charge
[Mohg] Charge
[Mohg]
[Mohg] Bullet
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg] Bullet
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg]
[Mohg] Bullet
[Mohg]
[Mohg]
[Erdtree Avatar] Hammer
[Erdtree Avatar] Hammer
[Erdtree Avatar] Hammer
[Erdtree Avatar] Hammer
[Erdtree Avatar] Hammer
[Erdtree Avatar] Hammer
[Erdtree Avatar] Bullet - Holy Orb Initial Explosion
[Erdtree Avatar] Bullet - Holy Orb
[Erdtree Avatar] Hammer
[Erdtree Avatar] Butt Slam
[Erdtree Avatar] Bullet - Butt Slam AoE
[Erdtree Avatar] Hammer
[Erdtree Avatar] Hammer
[Erdtree Avatar] Hammer
[Erdtree Avatar] Bullet - Stomp
[Erdtree Avatar] Rot Butt Slam
[Erdtree Avatar] Bullet - Butt Slam AoE
[Erdtree Avatar] Bullet - Rot Gas Rot
[Erdtree Avatar] Bullet - Rot Gas Rot
[Erdtree Avatar]
[Omenkiller] 1
[Omenkiller] 2
[Omenkiller] B
[Omenkiller] 2
[Omenkiller] B
[Omenkiller] 2
[Omenkiller] 2
[Omenkiller] 2
[Omenkiller] 1
[Omenkiller] Bullet
[Omenkiller] Bullet
[Magma Wyrm] Sword
[Magma Wyrm] Sword
[Magma Wyrm] Sword Pull
[Magma Wyrm] Sword
[Magma Wyrm] Arm
[Magma Wyrm]
[Magma Wyrm] Crawling Body
[Magma Wyrm] Crawling Leg R
[Magma Wyrm] Crawling Leg L
[Magma Wyrm] Crawling Arm R
[Magma Wyrm] Crawling Arm L
[Magma Wyrm] PH2 Crush
[Magma Wyrm] PH2 Crush AoE
[Magma Wyrm] PH2 Sword
[Magma Wyrm] PH2 Sword
[Magma Wyrm]
[Magma Wyrm] PH2 Sword
[Magma Wyrm]
[Magma Wyrm] Giant Leap
[Magma Wyrm] PH2 Sword
[Magma Wyrm] PH2 Sword
[Magma Wyrm] PH2 Sword
[Magma Wyrm] PH2 Sword
[Magma Wyrm] PH2 Sword Poke
[Magma Wyrm] Crush
[Magma Wyrm] Crush AoE
[Magma Wyrm] PH2 Sword
[Magma Wyrm] Bullet - Magma Linger
[Magma Wyrm] Bullet
[Magma Wyrm]
[Magma Wyrm]
[Magma Wyrm] Bullet - Magma Shot
[Magma Wyrm]
[Magma Wyrm] Bullet
[Tibia Mariner]
[Tibia Mariner] Bullet
[Tibia Mariner]
[Tibia Mariner] Bullet
[Tibia Mariner]
[Tibia Mariner] Bullet
[Tibia Mariner]
[Tibia Mariner] Bullet
[Tibia Mariner]
[Tibia Mariner]
[Tibia Mariner] Bullet
[Tibia Mariner] Bullet
[Tibia Mariner]
[Tibia Mariner] Bullet - Ally Skeleton Thing
[Tibia Mariner] Bullet
[Tibia Mariner] Bullet
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso]
[Giant Skeleton Torso] Bullet
[Giant Skeleton Torso] Bullet
[Giant Skeleton Torso] Bullet
[Giant Skeleton Torso] Bullet
[Giant Skeleton Torso] Bullet
[Death Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird] Bullet - Peck
[Death Rite Bird] Bullet - Peck
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird] Bullet - Pull Out Ground
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird] Grab
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird] Hand
[Death Rite Bird] Bullet
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird] Bullet - Peck
[Death Rite Bird] Bullet - Peck
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird] Grab
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird] Stomp
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird] Bullet
[Death Rite Bird] Bullet
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird]
[Death Rite Bird] Bullet
[Death Rite Bird] Bullet
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack

[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Bullet




[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Bullet
Arrow Bullet
[DLC - Commander Gaius] Attack
Arrow Bullet
[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack

[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack

[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Bullet
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
[DLC - Commander Gaius] Attack
Arrow - Bullet
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Bullet
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Bullet
[DLC - Golden Hippopotamus] Bullet
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Bullet

[DLC - Golden Hippopotamus] Attack
[DLC - Golden Hippopotamus] Attack
Dwelling Arrow - Bullet
[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Bullet
[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Attack

[DLC - Golden Hippopotamus (Golden Wings)] Attack
[DLC - Golden Hippopotamus (Golden Wings)] Attack

Bone Arrow - Bullet
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Bullet
[DLC - Putrescent Knight] Attack

[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Bullet
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Bullet
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Bullet
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Bullet
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Bullet
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Bullet
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Bullet
[DLC - Putrescent Knight] Bullet
[DLC - Putrescent Knight] Bullet
[DLC - Putrescent Knight] Bullet
[DLC - Putrescent Knight] Attack

[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
[DLC - Putrescent Knight] Attack
Lightningbone Arrow (Fletched) - Bullet
[DLC - Putrescent Knight] Bullet
[DLC - Putrescent Knight] Bullet
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Bullet
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
[DLC - Romina, Saint of the Bud] Attack
